Business Name,License Type,City,County,Sales Last Month,Period
Freeland Cannabis Company,Retailer,Freeland,"Island county, WA","$157,038",Dec 2022
The Bake Shop,Retailer,Union Gap,"Yakima county, WA","$156,616",Dec 2022
Prc Bothell,Retailer,Bothell,"Snohomish county, WA","$156,220",Dec 2022
Kushmans,Retailer,Mukilteo,"Snohomish county, WA","$155,563",Dec 2022
Khush Kush,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$155,556",Dec 2022
American Mary Cannabis 21+,Retailer,Seattle,"King county, WA","$154,772",Dec 2022
Salish Coast Company,Retailer,Anacortes,"Skagit county, WA","$154,662",Dec 2022
Rainier Cannabis,Retailer,Mountlake Terrace,"Snohomish county, WA","$154,146",Dec 2022
The Kushery,Retailer,Lake Forest Park,"King county, WA","$153,712",Dec 2022
High Society,Retailer,Everett,"Snohomish county, WA","$153,502",Dec 2022
Empyreal Cannabis,Tier 2 Producer & Processor,Tacoma,"Pierce county, WA","$152,307",Dec 2022
Sunshine Farming,Tier None Producer & Processor,Vancouver,"Clark county, WA","$151,790",Dec 2022
South Seattle Retail Holdings,Retailer,Seattle,"King county, WA","$151,570",Dec 2022
Withit Weed,Tier None Producer & Processor,Airway Heights,"Spokane county, WA","$151,140",Dec 2022
Olympus Horticulture,Retailer,Port Angeles,"Clallam county, WA","$150,362",Dec 2022
Ag Grow,Tier 2 Producer & Processor,Pullman,"Whitman county, WA","$149,757",Dec 2022
Royals Cannabis,Retailer,Spokane,"Spokane county, WA","$149,461",Dec 2022
Jet Cannabis,Retailer,Everett,"Snohomish county, WA","$149,307",Dec 2022
Orchards Cannabis Market,Retailer,Vancouver,"Clark county, WA","$149,268",Dec 2022
Greenway Marijuana,Retailer,Port Orchard,"Kitsap county, WA","$149,191",Dec 2022
The Green Door Seattle,Retailer,Seattle,"King county, WA","$148,087",Dec 2022
The Link,Retailer,Longview,"Cowlitz county, WA","$147,887",Dec 2022
Freedom Market,Retailer,Kelso,"Cowlitz county, WA","$145,410",Dec 2022
Nimbin Farm,Retailer,Seattle,"King county, WA","$145,192",Dec 2022
Freedom Market Ilwaco,Retailer,Ilwaco,"Pacific county, WA","$144,295",Dec 2022
Cannagold Usa,Tier 3 Producer & Processor,Raymond,"Pacific county, WA","$143,054",Dec 2022
Hwy 420,Retailer,Silverdale,"Kitsap county, WA","$142,618",Dec 2022
Tjs Cannabis Buds Edibles Oils More,Retailer,Shelton,"Mason county, WA","$142,524",Dec 2022
Dragon Head Garden,Tier None Producer & Processor,Blaine,"Whatcom county, WA","$142,185",Dec 2022
Brooklyn Bud,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$141,746",Dec 2022
Mister Buds,Retailer,Port Angeles,"Clallam county, WA","$141,588",Dec 2022
Emerald Coast,Retailer,Bremerton,"Kitsap county, WA","$140,256",Dec 2022
The Happy Crop Shoppe,Retailer,Cashmere,"Chelan county, WA","$139,816",Dec 2022
Island Herb,Retailer,Freeland,"Island county, WA","$139,097",Dec 2022
Mary Janes,Retailer,Spokane,"Spokane county, WA","$138,526",Dec 2022
Cannabis Provisions East,Retailer,Wenatchee,"Chelan county, WA","$138,476",Dec 2022
One Hit Wonder Cannabis,Retailer,Port Townsend,"Jefferson county, WA","$137,706",Dec 2022
Pot Shop,Retailer,Seattle,"King county, WA","$137,517",Dec 2022
420 Elma On Main,Retailer,Elma,"Grays Harbor county, WA","$137,334",Dec 2022
Ec3,Tier None Producer & Processor,Blaine,"Whatcom county, WA","$136,689",Dec 2022
Sparket,Retailer,Port Angeles,"Clallam county, WA","$135,544",Dec 2022
Agrijuana,Tier None Producer & Processor,Battle Ground,"Clark county, WA","$135,526",Dec 2022
Lucid,Retailer,Olympia,"Thurston county, WA","$135,046",Dec 2022
Try Try Again,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$134,702",Dec 2022
Pacific Crown Cultivation,Tier 2 Producer & Processor,Centralia,"Thurston county, WA","$133,793",Dec 2022
Star Outlet,Retailer,Lynden,"Whatcom county, WA","$133,702",Dec 2022
Greenside Recreational,Retailer,Seattle,"King county, WA","$132,778",Dec 2022
The Joint,Retailer,Everett,"Snohomish county, WA","$132,519",Dec 2022
Abc Agency,Retailer,Bellingham,"Whatcom county, WA","$132,486",Dec 2022
Budhut,Retailer,Camano Island,"Island county, WA","$131,885",Dec 2022
Clear Green,Tier 2 Producer,Arlington,"Snohomish county, WA","$131,410",Dec 2022
Floyds Cannabis Co,Retailer,Port Angeles,"Clallam county, WA","$130,887",Dec 2022
Skagit Organics,Processor,Mount Vernon,"Skagit county, WA","$130,679",Dec 2022
The Green Shelf,Retailer,Ellensburg,"Kittitas county, WA","$130,487",Dec 2022
Zia Recreational,Retailer,Hoquiam,"Grays Harbor county, WA","$130,150",Dec 2022
Kaleafa,Retailer,Aberdeen,"Grays Harbor county, WA","$129,588",Dec 2022
Heavyweight Heights,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$127,823",Dec 2022
Mr Doobees,Retailer,Seaview,"Pacific county, WA","$127,520",Dec 2022
Bingcannabis,Tier 3 Producer & Processor,Spokane,"Spokane county, WA","$126,047",Dec 2022
Better Buds,Retailer,Longview,"Cowlitz county, WA","$125,664",Dec 2022
Lao Ban Green Group,Processor,East Wenatchee,"Douglas county, WA","$125,244",Dec 2022
Paps 1,Tier None Producer & Processor,Airway Heights,"Spokane county, WA","$125,222",Dec 2022
Forbidden Cannabis Club Seattle,Retailer,Seattle,"King county, WA","$125,168",Dec 2022
Tranquil Forest,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$124,928",Dec 2022
Cannabis 21,Retailer,Hoquiam,"Grays Harbor county, WA","$124,251",Dec 2022
Downtown Cannabis Company,Tier 2 Producer & Processor,Seattle,"King county, WA","$123,774",Dec 2022
Smuggler Brothers,Retailer,Sedro Woolley,"Skagit county, WA","$123,477",Dec 2022
Noble Farm,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$123,301",Dec 2022
Smoking Crow,Retailer,Bellingham,"Whatcom county, WA","$122,729",Dec 2022
House of Cannabis Tacoma,Retailer,Tacoma,"Pierce county, WA","$122,486",Dec 2022
The Slow Burn,Retailer,Union Gap,"Yakima county, WA","$122,379",Dec 2022
Western Bud,Retailer,Anacortes,"Skagit county, WA","$122,323",Dec 2022
Fire Cannabis Co,Retailer,Omak,"Okanogan county, WA","$122,096",Dec 2022
Prc,Retailer,Mount Vernon,"Skagit county, WA","$121,987",Dec 2022
Jms Consultants,Processor,Tacoma,"Pierce county, WA","$121,611",Dec 2022
The Station NW Lltrade the Station,Retailer,Ellensburg,"Kittitas county, WA","$121,036",Dec 2022
Novel Tree,Retailer,Bremerton,"Kitsap county, WA","$120,896",Dec 2022
Kush Pointe,Retailer,Mukilteo,"Snohomish county, WA","$120,451",Dec 2022
Green Outfitters,Retailer,Ocean Shores,"Grays Harbor county, WA","$119,822",Dec 2022
Bluedream,Tier 2 Producer & Processor,Tacoma,"Pierce county, WA","$118,803",Dec 2022
Bud Commander,Retailer,Tumwater,"Thurston county, WA","$118,459",Dec 2022
Dank of America,Retailer,Blaine,"Whatcom county, WA","$117,630",Dec 2022
The Root Cellar,Retailer,Belfair,"Mason county, WA","$117,257",Dec 2022
Cannabis Northwest C M,Tier None Producer & Processor,Tenino,"Thurston county, WA","$116,687",Dec 2022
Ever Green Renewable Resources,Tier 2 Producer & Processor,Vancouver,"Clark county, WA","$116,253",Dec 2022
Sky High Gardens,Tier 3 Producer & Processor,Seattle,"King county, WA","$115,819",Dec 2022
Craft Wenatchee,Retailer,Wenatchee,"Chelan county, WA","$114,620",Dec 2022
Chimacum Cannabis,Retailer,Chimacum,"Jefferson county, WA","$114,411",Dec 2022
2020 Cannabis Solutions Mt Baker Highway,Retailer,Bellingham,"Whatcom county, WA","$113,800",Dec 2022
Heavenly Buds,Tier None Producer & Processor,Longview,"Cowlitz county, WA","$113,777",Dec 2022
Anacortes Cannabis,Retailer,Anacortes,"Skagit county, WA","$113,580",Dec 2022
Ev Enterprises,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$112,118",Dec 2022
The Pot Shop Bellingham,Retailer,Bellingham,"Whatcom county, WA","$111,157",Dec 2022
Greenrush,Tier 1 Producer & Processor,Snohomish,"Snohomish county, WA","$110,997",Dec 2022
White Star,Tier 3 Producer & Processor,Rainier,"Thurston county, WA","$110,749",Dec 2022
The Vault Cannabis,Retailer,Stanwood,"Snohomish county, WA","$110,710",Dec 2022
Fire House Productions,Tier 2 Producer & Processor,Spokane,"Spokane county, WA","$110,014",Dec 2022
Tru Greenthumb,Retailer,Castle Rock,"Cowlitz county, WA","$110,011",Dec 2022
Juicer Extractions,Tier None Producer & Processor,Shelton,"Mason county, WA","$109,742",Dec 2022
Loving Farms,Retailer,Mount Vernon,"Skagit county, WA","$109,608",Dec 2022
Belfair Cannabis Company,Retailer,Belfair,"Mason county, WA","$108,290",Dec 2022
Green Beard Co,Tier None Producer & Processor,Kingston,"Kitsap county, WA","$107,346",Dec 2022
Washington Bud Company,Tier 2 Producer & Processor,Arlington,"Snohomish county, WA","$106,980",Dec 2022
Euphorium 420,Retailer,Vashon,"King county, WA","$106,973",Dec 2022
West Coast Productions,Tier None Producer & Processor,Everett,"Snohomish county, WA","$106,178",Dec 2022
Vancouver Gardens,Tier 2 Producer & Processor,Woodland,"Cowlitz county, WA","$105,528",Dec 2022
Sweet Leaf Cannabis Co,Retailer,Aberdeen,"Grays Harbor county, WA","$104,868",Dec 2022
Dewey Botanicals,Tier 3 Producer & Processor,Pullman,"Whitman county, WA","$104,738",Dec 2022
Natural Blessing Cannabis,Retailer,Spanaway,"Pierce county, WA","$104,114",Dec 2022
Westside420 Recreational,Retailer,Longview,"Cowlitz county, WA","$104,060",Dec 2022
Garden Isle Organics,Tier None Producer & Processor,Seattle,"King county, WA","$103,998",Dec 2022
Nirvana Cannabis Company,Retailer,East Wenatchee,"Douglas county, WA","$103,829",Dec 2022
Happy Trees,Retailer,Cle Elum,"Kittitas county, WA","$103,234",Dec 2022
Happy Time 2,Retailer,Mount Vernon,"Skagit county, WA","$103,038",Dec 2022
The Herbery,Retailer,Vancouver,"Clark county, WA","$102,520",Dec 2022
Alki Herbal,Tier 2 Producer & Processor,Seattle,"King county, WA","$102,492",Dec 2022
Wcw Enterprises,Retailer,Everson,"Whatcom county, WA","$102,450",Dec 2022
Quality Brand,Tier None Producer & Processor,Quincy,"Grant county, WA","$102,236",Dec 2022
Growers Outlet,Retailer,South Bend,"Pacific county, WA","$102,152",Dec 2022
Mgm Groups,Tier None Producer & Processor,Quincy,"Grant county, WA","$101,518",Dec 2022
Karma Cannabis,Retailer,Sequim,"Clallam county, WA","$101,287",Dec 2022
Forbidden Cannabis Club Mt Vernon,Retailer,Mount Vernon,"Skagit county, WA","$100,523",Dec 2022
Localamster,Retailer,Longview,"Cowlitz county, WA","$100,489",Dec 2022
It Is Lit,Retailer,Ritzville,"Adams county, WA","$100,254",Dec 2022
Goobies Doobies,Retailer,Maple Valley,"King county, WA","$100,027",Dec 2022
Secret Gardens of Washington,Tier 2 Producer & Processor,Bremerton,"Kitsap county, WA","$99,957",Dec 2022
Walla Walla Cannabis Company,Retailer,Walla Walla,"Walla Walla county, WA","$99,915",Dec 2022
Cannazone,Retailer,Edmonds,"Snohomish county, WA","$99,296",Dec 2022
Caravan Cannabis Company,Retailer,Burlington,"Skagit county, WA","$98,773",Dec 2022
South Colby Investors,Tier 3 Producer & Processor,Tahuya,"Mason county, WA","$98,710",Dec 2022
Margiess Pot Shop,Retailer,Bingen,"Klickitat county, WA","$98,295",Dec 2022
Heylo,Processor,Seattle,"King county, WA","$97,634",Dec 2022
Cannabis Super Store,Retailer,Cle Elum,"Kittitas county, WA","$97,285",Dec 2022
Hypeherbally,Retailer,Lynnwood,"Snohomish county, WA","$96,114",Dec 2022
Docandyetis,Tier None Producer & Processor,Tumwater,"Thurston county, WA","$96,030",Dec 2022
Blue Ocean Garden,Tier None Producer & Processor,Olympia,"Thurston county, WA","$95,790",Dec 2022
Suspended Brands,Tier None Producer & Processor,Belfair,"Mason county, WA","$95,748",Dec 2022
Raven,Tier None Producer & Processor,Olympia,"Thurston county, WA","$95,536",Dec 2022
Bellevue Cannabis Company,Tier None Producer & Processor,Bellevue,"King county, WA","$95,148",Dec 2022
Nalley Valley Partners,Tier 2 Producer & Processor,Tacoma,"Pierce county, WA","$94,617",Dec 2022
Mas Farms,Tier 2 Producer & Processor,Enumclaw,"King county, WA","$94,270",Dec 2022
Lucid Brands,Tier None Producer & Processor,Seattle,"King county, WA","$93,397",Dec 2022
Pot of Gold,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$92,951",Dec 2022
Forbidden Cannabis Club,Retailer,Okanogan,"Okanogan county, WA","$92,825",Dec 2022
Omg Sykes,Tier None Producer & Processor,Monroe,"Snohomish county, WA","$92,432",Dec 2022
Cannabis Coast Forks,Retailer,Forks,"Clallam county, WA","$91,686",Dec 2022
House of Cannabis Tonasket,Retailer,Tonasket,"Okanogan county, WA","$91,005",Dec 2022
Ruckus Recreational Cannabis,Tier None Producer & Processor,Seattle,"King county, WA","$89,653",Dec 2022
Budhut,Retailer,Friday Harbor,"San Juan county, WA","$89,486",Dec 2022
Genesis 129,Tier None Producer & Processor,Buckley,"Pierce county, WA","$88,677",Dec 2022
Starbuds,Retailer,Kirkland,"King county, WA","$88,671",Dec 2022
The Green Seed,Retailer,Moses Lake,"Grant county, WA","$87,668",Dec 2022
Legal Marijuana Superstore,Retailer,Port Orchard,"Kitsap county, WA","$87,533",Dec 2022
Golden Dispensaries,Retailer,Goldendale,"Klickitat county, WA","$87,030",Dec 2022
Green Life Cannabis,Retailer,Wenatchee,"Chelan county, WA","$86,371",Dec 2022
Cannabis 21,Retailer,Hoquiam,"Grays Harbor county, WA","$86,214",Dec 2022
Cannabis Provisions,Retailer,Shoreline,"King county, WA","$86,063",Dec 2022
Floyds,Retailer,Everett,"Snohomish county, WA","$84,777",Dec 2022
Magic Time Farms,Tier 3 Producer & Processor,Elma,"Grays Harbor county, WA","$84,616",Dec 2022
Aristocrat Enterprises Ii,Retailer,Port Angeles,"Clallam county, WA","$84,581",Dec 2022
Inland Desert Concentrates,Processor,Benton City,"Benton county, WA","$84,303",Dec 2022
395 Herb,Retailer,Loon Lake,"Stevens county, WA","$84,204",Dec 2022
Budeez,Retailer,Bremerton,"Kitsap county, WA","$84,155",Dec 2022
Pioneer Production And Processing,Tier 2 Producer & Processor,Arlington,"Snohomish county, WA","$83,944",Dec 2022
The Green Nugget,Retailer,Pullman,"Whitman county, WA","$83,148",Dec 2022
Valley Cultivations,Tier 2 Producer & Processor,Bellingham,"Whatcom county, WA","$82,777",Dec 2022
Sitka Packaging,Processor,Seattle,"King county, WA","$82,582",Dec 2022
Sage Shop,Retailer,Omak,"Okanogan county, WA","$82,169",Dec 2022
Perecan Farm,Tier 1 Producer & Processor,Bellingham,"Whatcom county, WA","$82,152",Dec 2022
Ganja Vita,Retailer,Belfair,"Mason county, WA","$81,787",Dec 2022
American Harvest,Retailer,Peshastin,"Chelan county, WA","$81,492",Dec 2022
Trail Blazin Productions,Tier 2 Producer & Processor,Bellingham,"Whatcom county, WA","$80,920",Dec 2022
High Society Anacortes,Retailer,Anacortes,"Skagit county, WA","$80,901",Dec 2022
Orcas Island Cannabis,Retailer,Eastsound,"San Juan county, WA","$80,192",Dec 2022
Pot Zone of Vancouver,Retailer,Vancouver,"Clark county, WA","$80,070",Dec 2022
Growing Like a Weed,Processor,Spokane,"Spokane county, WA","$79,803",Dec 2022
Pickens Mountain Cannabis,Tier 3 Producer,Oroville,"Okanogan county, WA","$79,716",Dec 2022
Kush 21,Retailer,Everett,"Snohomish county, WA","$79,250",Dec 2022
Happy Time 3,Retailer,Pullman,"Whitman county, WA","$78,837",Dec 2022
Hwy 420,Retailer,Bremerton,"Kitsap county, WA","$78,444",Dec 2022
1937 Farms,Tier None Producer & Processor,Duvall,"King county, WA","$78,339",Dec 2022
American Best Supply,Tier None Producer & Processor,East Wenatchee,"Douglas county, WA","$77,518",Dec 2022
Cannarex,Retailer,Mount Vernon,"Skagit county, WA","$77,297",Dec 2022
Forbidden Garden,Tier 2 Producer & Processor,Arlington,"Snohomish county, WA","$77,042",Dec 2022
Cc Aiken,Tier None Producer & Processor,Yelm,"Thurston county, WA","$76,640",Dec 2022
Salish Sea Industries,Tier 2 Producer,Tacoma,"Pierce county, WA","$76,340",Dec 2022
Cutie Judys Cannabis Company,Retailer,Aberdeen,"Grays Harbor county, WA","$76,092",Dec 2022
Treehawk Farms,Tier 3 Producer & Processor,Chimacum,"Jefferson county, WA","$75,538",Dec 2022
Ash Way Properties,Retailer,Lynnwood,"Snohomish county, WA","$75,286",Dec 2022
Lawrence Enterprises,Retailer,Friday Harbor,"San Juan county, WA","$73,944",Dec 2022
Full Throttle Farms,Tier None Producer & Processor,Okanogan,"Okanogan county, WA","$72,874",Dec 2022
Iii King Company,Retailer,Seattle,"King county, WA","$72,169",Dec 2022
Pnu Productions,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$72,099",Dec 2022
Sea Flower,Tier None Producer & Processor,Union Gap,"Yakima county, WA","$71,964",Dec 2022
Big Ridge Farms,Tier None Producer & Processor,Coulee City,"Grant county, WA","$71,863",Dec 2022
Hayaa Green,Tier None Producer & Processor,Kennewick,"Benton county, WA","$70,510",Dec 2022
Green Adventures,Tier None Producer & Processor,Kelso,"Cowlitz county, WA","$70,438",Dec 2022
Cannabis City,Retailer,Seattle,"King county, WA","$70,305",Dec 2022
Muffys Pot Shop,Retailer,Port Angeles,"Clallam county, WA","$69,514",Dec 2022
Gypsy Green,Retailer,Olympia,"Thurston county, WA","$69,359",Dec 2022
Elevation Mj Compact Retail Location,Retailer,Shelton,"Mason county, WA","$69,044",Dec 2022
502 Processors Group,Tier None Producer & Processor,Seattle,"King county, WA","$68,800",Dec 2022
Pure Extracts,Tier None Producer & Processor,East Wenatchee,"Douglas county, WA","$68,766",Dec 2022
Ogz Fire Weed,Tier 3 Producer & Processor,Shelton,"Mason county, WA","$68,334",Dec 2022
Cascade Herb Company,Retailer,Ferndale,"Whatcom county, WA","$67,887",Dec 2022
Spark Industries,Tier None Producer & Processor,Tumwater,"Thurston county, WA","$67,786",Dec 2022
365 Recreational Cannabis,Retailer,Dayton,"Columbia county, WA","$67,463",Dec 2022
Inflorescence,Tier 2 Producer & Processor,Spokane,"Spokane county, WA","$67,251",Dec 2022
Washington Gold,Processor,Tonasket,"Okanogan county, WA","$66,278",Dec 2022
Hitz Cannabis,Tier None Producer & Processor,Yelm,"Thurston county, WA","$66,209",Dec 2022
Lucky Cannabis,Retailer,Seattle,"King county, WA","$65,950",Dec 2022
Marijuana Club 99,Retailer,Everett,"Snohomish county, WA","$65,459",Dec 2022
Curations Corporation,Tier None Producer & Processor,Spokane,"Spokane county, WA","$65,358",Dec 2022
High Five Farms,Tier None Producer & Processor,Prosser,"Benton county, WA","$65,358",Dec 2022
Cannasol Farms,Tier None Producer & Processor,Riverside,"Okanogan county, WA","$65,247",Dec 2022
Ladera Farms,Tier 2 Producer & Processor,East Wenatchee,"Douglas county, WA","$64,391",Dec 2022
The Zen Den,Retailer,Omak,"Okanogan county, WA","$64,089",Dec 2022
The Hidden Bush,Retailer,Port Angeles,"Clallam county, WA","$64,083",Dec 2022
Pacala,Tier 3 Producer & Processor,Port Townsend,"Jefferson county, WA","$63,560",Dec 2022
Cloud 9 Farms,Tier None Producer & Processor,Kelso,"Cowlitz county, WA","$63,373",Dec 2022
Freya Farm,Tier 2 Producer & Processor,Mount Vernon,"Skagit county, WA","$62,840",Dec 2022
Sound Cannabis,Tier None Producer & Processor,Aberdeen,"Grays Harbor county, WA","$62,794",Dec 2022
United Western Green,Processor,Bremerton,"Kitsap county, WA","$62,340",Dec 2022
House of Cannabis Twisp,Retailer,Twisp,"Okanogan county, WA","$62,208",Dec 2022
Northern Grow,Tier 2 Producer & Processor,Arlington,"Snohomish county, WA","$61,915",Dec 2022
Green Plus,Tier 2 Producer & Processor,Hoquiam,"Grays Harbor county, WA","$61,244",Dec 2022
Pioneer Production And Processing,Tier None Producer & Processor,Everett,"Snohomish county, WA","$60,953",Dec 2022
Forbidden Cannabis Club,Retailer,Carson,"Skamania county, WA","$60,900",Dec 2022
Doctor And Crook,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$60,619",Dec 2022
420 Friendly,Retailer,Spokane,"Spokane county, WA","$60,367",Dec 2022
The Lazy Bee Gardens,Tier None Producer & Processor,Winthrop,"Okanogan county, WA","$59,204",Dec 2022
Níkxna Omak,Retailer,Omak,"Okanogan county, WA","$57,778",Dec 2022
Natural Green,Retailer,Davenport,"Lincoln county, WA","$57,413",Dec 2022
Cookies Tacoma,Retailer,Tacoma,"Pierce county, WA","$56,568",Dec 2022
Emerald Mountain,Tier 1 Producer & Processor,Olympia,"Thurston county, WA","$55,951",Dec 2022
Olympus Gardens,Tier 3 Producer & Processor,Riverside,"Okanogan county, WA","$54,937",Dec 2022
Kohl Processing Enterprises,Processor,Port Townsend,"Jefferson county, WA","$53,981",Dec 2022
Bubbies Treats,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$53,857",Dec 2022
Access Canibus,Retailer,Valley,"Stevens county, WA","$53,653",Dec 2022
Premier Cannabis,Tier 1 Producer & Processor,Spokane,"Spokane county, WA","$53,577",Dec 2022
Genes Green Acers,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$53,236",Dec 2022
The Valley Cannabis Company,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$53,096",Dec 2022
The Kushery,Retailer,Snohomish,"Snohomish county, WA","$53,006",Dec 2022
Sherlocked,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$52,498",Dec 2022
Hangar 420,Retailer,Lynnwood,"Snohomish county, WA","$52,245",Dec 2022
